archivo,fila,columna,tau,error_rms,error_relativo
IMG_20260425_185359.jpg,6,7,1.6857086419434555,0.0040308361943371925,3.093129247728273
IMG_20260425_185359.jpg,7,0,1.6359096834336102,0.0047467665885305614,2.568740064934537
IMG_20260425_185359.jpg,7,1,1.5235488044936223,0.004471631866023038,1.6935191216305154
IMG_20260425_185359.jpg,7,2,1.62171876389926,0.004305884599843115,1.9965640331048453
IMG_20260425_185359.jpg,7,3,1.6208644309963989,0.0045439473033531816,1.9935923203869785
IMG_20260425_185359.jpg,7,4,1.5969077970912535,0.004536398692558672,2.1065895650468205
IMG_20260425_185359.jpg,7,5,1.6410703697527311,0.004549132938080793,2.4997091842594674
IMG_20260425_185359.jpg,7,6,1.6326183075598006,0.0044623215764634915,2.3933394127514003
IMG_20260425_185359.jpg,7,7,1.5496579106747352,0.0045316384630285506,1.7953190021485967
IMG_20260425_190354.jpg,0,0,0.05768766310317971,0.034945405395320796,0.1563190876345091
IMG_20260425_190354.jpg,0,1,0.05274728343890525,0.03562123376346552,0.14857436773607036
IMG_20260425_190354.jpg,0,2,0.05242888244857608,0.03560506198419387,0.14616140532711905
IMG_20260425_190354.jpg,0,3,0.05349558641021727,0.035131386157626364,0.14796527879428592
IMG_20260425_190354.jpg,0,4,0.05384793011106099,0.03214409348878441,0.13799586481397397
IMG_20260425_190354.jpg,0,5,0.0619714584750168,0.01730361142683694,0.08978749142420156
IMG_20260425_190354.jpg,0,6,0.06675827396397087,0.01196909341254249,0.06840887573938305
IMG_20260425_190354.jpg,0,7,0.040938303145455164,0.013601848918009484,0.04791584784844711
IMG_20260425_190354.jpg,1,0,0.09586196470249957,0.020731243837923043,0.1549772341921589
IMG_20260425_190354.jpg,1,1,0.11246155336926453,0.013995261551492407,0.12425452084598897
IMG_20260425_190354.jpg,1,2,0.08605964039729885,0.021133206098059246,0.14270257309673867
IMG_20260425_190354.jpg,1,3,0.1312127453031104,0.016862465453891157,0.17323057514615922
IMG_20260425_190354.jpg,1,4,0.31158896933577535,0.011181456803646316,0.26711144432173106
IMG_20260425_190354.jpg,1,5,0.3998960444107109,0.008376949734271341,0.26255818940185816
